# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
  91 3.2179678886e-10 8.4893572665e-14 -2.2741558338e-12 3.4472536209e-16 1.3589357424e-11 1.9106776704e-12 -1.1018952257e-14
  92 3.2563722514e-10 8.6980546299e-14 -2.3598577228e-12 3.5239685725e-16 1.3218378020e-11 1.8677837068e-12 -1.1193455350e-14
  93 3.2950620136e-10 8.9060094237e-14 -2.4460939248e-12 3.6015522245e-16 1.2859614113e-11 1.8262254636e-12 -1.1286703656e-14
  94 3.3340238583e-10 9.1128495926e-14 -2.5327116353e-12 3.6800059939e-16 1.2511453243e-11 1.7858693443e-12 -1.1286299481e-14
  95 3.3732587849e-10 9.3183785153e-14 -2.6196356218e-12 3.7593354942e-16 1.2173745547e-11 1.7467066368e-12 -1.1194741361e-14
  96 3.4127705585e-10 9.5224471625e-14 -2.7068110640e-12 3.8395477962e-16 1.1846661773e-11 1.7087536033e-12 -1.1019094653e-14
  97 3.4525615838e-10 9.7249090195e-14 -2.7941833818e-12 3.9206504680e-16 1.1530287295e-11 1.6720158825e-12 -1.0767356284e-14
  98 3.4926328396e-10 9.9256202861e-14 -2.8816982998e-12 4.0026515870e-16 1.1224618752e-11 1.6364880746e-12 -1.0448481578e-14
  99 3.5329838147e-10 1.0124440078e-13 -2.9693019110e-12 4.0855597526e-16 1.0929560692e-11 1.6021533262e-12 -1.0072411101e-14
 100 3.5736124427e-10 1.0321230627e-13 -3.0569407404e-12 4.1693840988e-16 1.0644922218e-11 1.5689829152e-12 -9.6500974965e-15
 101 3.6145150375e-10 1.0515857480e-13 -3.1445618091e-12 4.2541343066e-16 1.0370413630e-11 1.5369358360e-12 -9.1935323205e-15
 102 3.6556862282e-10 1.0708189702e-13 -3.2321126983e-12 4.3398206163e-16 1.0105643066e-11 1.5059583846e-12 -8.7157728815e-15
 103 3.6971188944e-10 1.0898100076e-13 -3.3195416128e-12 4.4264538406e-16 9.8501131500e-12 1.4759837429e-12 -8.2309690767e-15
 104 3.7388041014e-10 1.1085465300e-13 -3.4067974454e-12 4.5140453763e-16 9.6032176309e-12 1.4469315646e-12 -7.7543902295e-15
 105 3.7807310356e-10 1.1270166193e-13 -3.4938298401e-12 4.6026072173e-16 9.3642380286e-12 1.4187075595e-12 -7.3024519272e-15
 106 3.8228869395e-10 1.1452087891e-13 -3.5805892567e-12 4.6921519671e-16 9.1323402762e-12 1.3912030789e-12 -6.8927428574e-15
 107 3.8652596689e-10 1.1631108062e-13 -3.6670231788e-12 4.7826914808e-16 8.9067665514e-12 1.3643202602e-12 -6.5404067170e-15
 108 3.9078458871e-10 1.1807059347e-13 -3.7530640351e-12 4.8742325612e-16 8.6874466711e-12 1.3380521137e-12 -6.2466892230e-15
 109 3.9506438317e-10 1.1979762333e-13 -3.8386398029e-12 4.9667807180e-16 8.4744611593e-12 1.3124122363e-12 -6.0089288940e-15
 110 3.9936507517e-10 1.2149037176e-13 -3.9236777446e-12 5.0603414856e-16 8.2678519260e-12 1.2874100437e-12 -5.8240566007e-15
 111 4.0368628700e-10 1.2314703673e-13 -4.0081044319e-12 5.1549204215e-16 8.0676209364e-12 1.2630506209e-12 -5.6885845533e-15
 112 4.0802753454e-10 1.2476581347e-13 -4.0918457697e-12 5.2505231046e-16 7.8737288819e-12 1.2393345729e-12 -5.5985952891e-15
 113 4.1238822357e-10 1.2634489512e-13 -4.1748270196e-12 5.3471551333e-16 7.6860938497e-12 1.2162578747e-12 -5.5497306605e-15
 114 4.1676764595e-10 1.2788247357e-13 -4.2569728243e-12 5.4448221239e-16 7.5045899936e-12 1.1938117220e-12 -5.5371808220e-15
 115 4.2116497592e-10 1.2937674019e-13 -4.3382072307e-12 5.5435297088e-16 7.3290462037e-12 1.1719823815e-12 -5.5556732184e-15
 116 4.2557926628e-10 1.3082588658e-13 -4.4184537144e-12 5.6432835349e-16 7.1592447770e-12 1.1507510413e-12 -5.5994615720e-15
 117 4.3000944470e-10 1.3222810536e-13 -4.4976352032e-12 5.7440892618e-16 6.9949200875e-12 1.1300936612e-12 -5.6623148705e-15
 118 4.3445430990e-10 1.3358159089e-13 -4.5756741009e-12 5.8459525599e-16 6.8357572563e-12 1.1099808235e-12 -5.7375063541e-15
 119 4.3891252794e-10 1.3488454008e-13 -4.6524923115e-12 5.9488791090e-16 6.6813908222e-12 1.0903775827e-12 -5.8178025038e-15
 120 4.4338262845e-10 1.3613515309e-13 -4.7280112626e-12 6.0528745962e-16 6.5314034112e-12 1.0712433167e-12 -5.8954520285e-15
 121 4.4786300086e-10 1.3733163415e-13 -4.8021519294e-12 6.1579447145e-16 6.3853244076e-12 1.0525315767e-12 -5.9621748527e-15
 122 4.5235212026e-10 1.3847231766e-13 -4.8748370957e-12 6.2640956707e-16 6.2427346687e-12 1.0342011163e-12 -6.0107879064e-15
 123 4.5684926263e-10 1.3955606164e-13 -4.9459983812e-12 6.3713357808e-16 6.1035972373e-12 1.0162507446e-12 -6.0403191817e-15
 124 4.6135386572e-10 1.4058190150e-13 -5.0155700765e-12 6.4796740568e-16 5.9679625973e-12 9.9868824582e-13 -6.0514678636e-15
 125 4.6586530498e-10 1.4154893048e-13 -5.0834870204e-12 6.5891197160e-16 5.8358655811e-12 9.8151950251e-13 -6.0450226157e-15
 126 4.7038289165e-10 1.4245630140e-13 -5.1496846415e-12 6.6996821833e-16 5.7073248880e-12 9.6474843550e-13 -6.0218636570e-15
 127 4.7490587079e-10 1.4330322842e-13 -5.2140989998e-12 6.8113710932e-16 5.5823426024e-12 9.4837694358e-13 -5.9829648389e-15
 128 4.7943341941e-10 1.4408898880e-13 -5.2766668289e-12 6.9241962926e-16 5.4609037120e-12 9.3240484330e-13 -5.9293957215e-15
 129 4.8396464452e-10 1.4481292471e-13 -5.3373255772e-12 7.0381678430e-16 5.3429756263e-12 9.1682980878e-13 -5.8623236511e-15
