# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3300, i.e. number of multipoles equal to 3299
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
  95 3.3556432770e-10 9.2350176121e-14 -2.6059781217e-12 0.0000000000e+00 1.2158925775e-11 1.7405633747e-12 -1.1122882664e-14
  96 3.3950467262e-10 9.4379015024e-14 -2.6928853995e-12 0.0000000000e+00 1.1832662100e-11 1.7027872313e-12 -1.0937829018e-14
  97 3.4347300786e-10 9.6392059099e-14 -2.7800179677e-12 0.0000000000e+00 1.1517070355e-11 1.6662248796e-12 -1.0680394456e-14
  98 3.4746944952e-10 9.8387863337e-14 -2.8673202721e-12 0.0000000000e+00 1.1212147583e-11 1.6308703508e-12 -1.0359218079e-14
  99 3.5149396720e-10 1.0036501019e-13 -2.9547369056e-12 0.0000000000e+00 1.0917799017e-11 1.5967062090e-12 -9.9838834707e-15
 100 3.5554637764e-10 1.0232211150e-13 -3.0422126653e-12 0.0000000000e+00 1.0633834736e-11 1.5637031362e-12 -9.5649443775e-15
 101 3.5962633829e-10 1.0425781051e-13 -3.1296926099e-12 0.0000000000e+00 1.0359966313e-11 1.5318195175e-12 -9.1139503841e-15
 102 3.6373334090e-10 1.0617078376e-13 -3.2171221173e-12 0.0000000000e+00 1.0095803474e-11 1.5010010257e-12 -8.6434725944e-15
 103 3.6786670519e-10 1.0805974305e-13 -3.3044469414e-12 0.0000000000e+00 9.8408507482e-12 1.4711802072e-12 -8.1671293101e-15
 104 3.7202557238e-10 1.0992343745e-13 -3.3916132699e-12 0.0000000000e+00 9.5945041199e-12 1.4422760660e-12 -7.6996117094e-15
 105 3.7620889885e-10 1.1176065518e-13 -3.4785677813e-12 0.0000000000e+00 9.3560476839e-12 1.4141936496e-12 -7.2567095256e-15
 106 3.8041544970e-10 1.1357022562e-13 -3.5652577022e-12 0.0000000000e+00 9.1246502972e-12 1.3868236338e-12 -6.8553367264e-15
 107 3.8464404629e-10 1.1535090585e-13 -3.6516277419e-12 0.0000000000e+00 8.8995568058e-12 1.3600676132e-12 -6.5100481394e-15
 108 3.8889435944e-10 1.1710101926e-13 -3.7376103142e-12 0.0000000000e+00 8.6806975131e-12 1.3339186474e-12 -6.2220132540e-15
 109 3.9316620899e-10 1.1881877291e-13 -3.8231341310e-12 0.0000000000e+00 8.4681529382e-12 1.3083905758e-12 -5.9886344050e-15
 110 3.9745931554e-10 1.2050236934e-13 -3.9081272357e-12 0.0000000000e+00 8.2619650890e-12 1.2834931116e-12 -5.8069157077e-15
 111 4.0177329667e-10 1.2215000740e-13 -3.9925170276e-12 0.0000000000e+00 8.0621361353e-12 1.2592316936e-12 -5.6734522981e-15
 112 4.0610766319e-10 1.2375988298e-13 -4.0762302867e-12 0.0000000000e+00 7.8686270828e-12 1.2356073383e-12 -5.5844195731e-15
 113 4.1046181538e-10 1.2533018976e-13 -4.1591931990e-12 0.0000000000e+00 7.6813564465e-12 1.2126164918e-12 -5.5355624303e-15
 114 4.1483503924e-10 1.2685911995e-13 -4.2413313811e-12 0.0000000000e+00 7.5001989239e-12 1.1902508817e-12 -5.5221845086e-15
 115 4.1922650271e-10 1.2834486511e-13 -4.3225699052e-12 0.0000000000e+00 7.3249840692e-12 1.1684973696e-12 -5.5391374275e-15
 116 4.2363525192e-10 1.2978561683e-13 -4.4028333237e-12 0.0000000000e+00 7.1554949661e-12 1.1473378024e-12 -5.5808100280e-15
 117 4.2806020744e-10 1.3117956754e-13 -4.4820456945e-12 0.0000000000e+00 6.9914669018e-12 1.1267488648e-12 -5.6411176119e-15
 118 4.3250016053e-10 1.3252491124e-13 -4.5601306058e-12 0.0000000000e+00 6.8325860405e-12 1.1067019309e-12 -5.7134911826e-15
 119 4.3695376933e-10 1.3381984428e-13 -4.6370112006e-12 0.0000000000e+00 6.6784880967e-12 1.0871629164e-12 -5.7908666846e-15
 120 4.4141955517e-10 1.3506256607e-13 -4.7126102019e-12 0.0000000000e+00 6.5287570090e-12 1.0680921308e-12 -5.8656742438e-15
 121 4.4589589876e-10 1.3625127991e-13 -4.7868499378e-12 0.0000000000e+00 6.3829236133e-12 1.0494441289e-12 -5.9298274078e-15
 122 4.5038126928e-10 1.3738431736e-13 -4.8596543628e-12 0.0000000000e+00 6.2405700689e-12 1.0311785243e-12 -5.9763108416e-15
 123 4.5487494950e-10 1.3846052631e-13 -4.9309553356e-12 0.0000000000e+00 6.1016596562e-12 1.0132941629e-12 -6.0041745693e-15
 124 4.5937638798e-10 1.3947892947e-13 -5.0006871188e-12 0.0000000000e+00 5.9662428466e-12 9.9579864593e-13 -6.0141004576e-15
 125 4.6388497179e-10 1.4043860651e-13 -5.0687844871e-12 0.0000000000e+00 5.8343544943e-12 9.7869766338e-13 -6.0068575509e-15
 126 4.6840002469e-10 1.4133869574e-13 -5.1351827689e-12 0.0000000000e+00 5.7060133555e-12 9.6199493383e-13 -5.9833040944e-15
