# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3300, i.e. number of multipoles equal to 3299
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
  43 1.7167333849e-10 9.6141616872e-15 1.9720529020e-13 0.0000000000e+00 7.5619997841e-11 8.5532741099e-12 -2.6906577945e-15
  44 1.7414347826e-10 1.0369189346e-14 1.8348157542e-13 0.0000000000e+00 7.2034273354e-11 8.1912180028e-12 -3.2717099177e-15
  45 1.7664035714e-10 1.1162215522e-14 1.6850302693e-13 0.0000000000e+00 6.8691199851e-11 7.8533869430e-12 -4.3963671503e-15
  46 1.7916435002e-10 1.1994404332e-14 1.5200642078e-13 0.0000000000e+00 6.5570790820e-11 7.5374417987e-12 -5.7268931630e-15
  47 1.8171277545e-10 1.2866962739e-14 1.3368407072e-13 0.0000000000e+00 6.2639267394e-11 7.2395716411e-12 -6.8578908691e-15
  48 1.8428196700e-10 1.3780813222e-14 1.1326082031e-13 0.0000000000e+00 5.9859682237e-11 6.9556694661e-12 -7.4141171401e-15
  49 1.8687480645e-10 1.4735497255e-14 9.0756646544e-14 0.0000000000e+00 5.7229625978e-11 6.6854945673e-12 -7.3852887242e-15
  50 1.8949485116e-10 1.5729966730e-14 6.6293690116e-14 0.0000000000e+00 5.4752460991e-11 6.4295043368e-12 -6.8792060382e-15
  51 1.9214403238e-10 1.6762872486e-14 4.0024636643e-14 0.0000000000e+00 5.2426261471e-11 6.1876387086e-12 -6.0298194593e-15
  52 1.9482250517e-10 1.7832549814e-14 1.2134219578e-14 0.0000000000e+00 5.0243422698e-11 5.9592811943e-12 -4.9986584055e-15
  53 1.9752849846e-10 1.8937003970e-14 -1.7159276853e-14 0.0000000000e+00 4.8190270296e-11 5.7432199180e-12 -3.9762604150e-15
  54 2.0025816496e-10 2.0073895675e-14 -4.7602514725e-14 0.0000000000e+00 4.6246669498e-11 5.5376086519e-12 -3.1836002265e-15
  55 2.0300742606e-10 2.1241235499e-14 -7.8978444245e-14 0.0000000000e+00 4.4391832214e-11 5.3405311402e-12 -2.8203005312e-15
  56 2.0577838673e-10 2.2439702215e-14 -1.1134452629e-13 0.0000000000e+00 4.2624322731e-11 5.1519475021e-12 -2.8909243746e-15
  57 2.0857425145e-10 2.3670874987e-14 -1.4485105697e-13 0.0000000000e+00 4.0946337449e-11 4.9721631070e-12 -3.3380332037e-15
  58 2.1139739822e-10 2.4936587794e-14 -1.7967481394e-13 0.0000000000e+00 3.9357796482e-11 4.8012525273e-12 -4.0909940821e-15
  59 2.1424930628e-10 2.6238942556e-14 -2.1602039157e-13 0.0000000000e+00 3.7856194399e-11 4.6390440777e-12 -5.0653353281e-15
  60 2.1713048379e-10 2.7580322257e-14 -2.5412153613e-13 0.0000000000e+00 3.6436450949e-11 4.4851043559e-12 -6.1621021541e-15
