# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
 108 3.9079992254e-10 1.1700541086e-13 -3.7446685250e-12 4.7306981771e-16 8.4797572756e-12 1.3374626240e-12 -6.2276588392e-15
 109 3.9509617386e-10 1.1871546468e-13 -3.8298778204e-12 4.8205843207e-16 8.2714351240e-12 1.3116471610e-12 -6.0124018007e-15
 110 3.9941318846e-10 1.2039194415e-13 -3.9145231682e-12 4.9114556677e-16 8.0693580262e-12 1.2864901277e-12 -5.8436530759e-15
 111 4.0375058181e-10 1.2203302807e-13 -3.9985329374e-12 5.0033177057e-16 7.8735276587e-12 1.2619955789e-12 -5.7183443783e-15
 112 4.0810786407e-10 1.2363688867e-13 -4.0818350174e-12 5.0961759477e-16 7.6839052995e-12 1.2381629416e-12 -5.6330284323e-15
 113 4.1248443639e-10 1.2520169223e-13 -4.1643568459e-12 5.1900359299e-16 7.5004105274e-12 1.2149868616e-12 -5.5838692504e-15
 114 4.1687958718e-10 1.2672559973e-13 -4.2460254380e-12 5.2849032102e-16 7.3229199203e-12 1.1924570499e-12 -5.5666324101e-15
 115 4.2129248841e-10 1.2820676754e-13 -4.3267674138e-12 5.3807833668e-16 7.1512657538e-12 1.1705581292e-12 -5.5766753315e-15
 116 4.2572219187e-10 1.2964334806e-13 -4.4065090274e-12 5.4776819964e-16 6.9852347004e-12 1.1492694805e-12 -5.6089375542e-15
 117 4.3016762549e-10 1.3103349037e-13 -4.4851761949e-12 5.5756047128e-16 6.8245665278e-12 1.1285650898e-12 -5.6579310150e-15
 118 4.3462758957e-10 1.3237534091e-13 -4.5626945230e-12 5.6745571450e-16 6.6689527979e-12 1.1084133941e-12 -5.7177303244e-15
 119 4.3910075312e-10 1.3366704412e-13 -4.6389893374e-12 5.7745449361e-16 6.5180355654e-12 1.0887771284e-12 -5.7819630444e-15
 120 4.4358565009e-10 1.3490674310e-13 -4.7139857110e-12 5.8755737412e-16 6.3714060765e-12 1.0696131720e-12 -5.8437999657e-15
 121 4.4808067570e-10 1.3609258026e-13 -4.7876084924e-12 5.9776492263e-16 6.2286034677e-12 1.0508723951e-12 -5.8959453843e-15
 122 4.5258431018e-10 1.3722283753e-13 -4.8597838220e-12 6.0807775410e-16 6.0892172685e-12 1.0325112047e-12 -5.9320704962e-15
 123 4.5709582739e-10 1.3829637394e-13 -4.9304438184e-12 6.1849668031e-16 5.9532111259e-12 1.0145280226e-12 -5.9513222840e-15
 124 4.6161466163e-10 1.3931224017e-13 -4.9995224905e-12 6.2902257840e-16 5.8206342881e-12 9.9693076198e-13 -5.9543208461e-15
 125 4.6614018564e-10 1.4026954530e-13 -5.0669543384e-12 6.3965634514e-16 5.6915206918e-12 9.7972544689e-13 -5.9417648350e-15
 126 4.7067170871e-10 1.4116745861e-13 -5.1326743937e-12 6.5039889717e-16 5.5658884906e-12 9.6291615234e-13 -5.9144332758e-15
 127 4.7520847474e-10 1.4200521133e-13 -5.1966182599e-12 6.6125117119e-16 5.4437395842e-12 9.4650494441e-13 -5.8731873828e-15
 128 4.7974966040e-10 1.4278209843e-13 -5.2587221525e-12 6.7221412421e-16 5.3250591469e-12 9.3049182031e-13 -5.8189723777e-15
 129 4.8429437317e-10 1.4349748039e-13 -5.3189229393e-12 6.8328873374e-16 5.2098151566e-12 9.1487464846e-13 -5.7528193070e-15
 130 4.8884164950e-10 1.4415078496e-13 -5.3771581808e-12 6.9447599806e-16 5.0979579236e-12 8.9964910857e-13 -5.6758468593e-15
 131 4.9339045289e-10 1.4474150894e-13 -5.4333661705e-12 7.0577693639e-16 4.9894196194e-12 8.8480863171e-13 -5.5892631830e-15
 132 4.9793967197e-10 1.4526921998e-13 -5.4874859751e-12 7.1719258912e-16 4.8841138056e-12 8.7034434039e-13 -5.4943677039e-15
 133 5.0248811863e-10 1.4573355830e-13 -5.5394574748e-12 7.2872401807e-16 4.7819349627e-12 8.5624498863e-13 -5.3925529426e-15
 134 5.0703452613e-10 1.4613423852e-13 -5.5892214034e-12 7.4037230667e-16 4.6827580187e-12 8.4249690204e-13 -5.2853063321e-15
 135 5.1157754716e-10 1.4647105138e-13 -5.6367193892e-12 7.5213856018e-16 4.5864378785e-12 8.2908391790e-13 -5.1742120353e-15
 136 5.1611575199e-10 1.4674386558e-13 -5.6818939944e-12 7.6402390595e-16 4.4928089521e-12 8.1598732522e-13 -5.0609527625e-15
 137 5.2064762654e-10 1.4695262947e-13 -5.7246887561e-12 7.7602949359e-16 4.4016846838e-12 8.0318580484e-13 -4.9473115890e-15
 138 5.2517157050e-10 1.4709737290e-13 -5.7650482264e-12 7.8815649524e-16 4.3128570808e-12 7.9065536949e-13 -4.8351737728e-15
 139 5.2968589543e-10 1.4717820896e-13 -5.8029180124e-12 8.0040610573e-16 4.2260962423e-12 7.7836930386e-13 -4.7265285716e-15
 140 5.3418897905e-10 1.4719531848e-13 -5.8382438413e-12 8.1277943421e-16 4.1411996364e-12 7.6630412380e-13 -4.6230897717e-15
 141 5.3867974985e-10 1.4714889817e-13 -5.8709685616e-12 8.2527716585e-16 4.0581465600e-12 7.5445826157e-13 -4.5251100610e-15
 142 5.4315724819e-10 1.4703921057e-13 -5.9010349130e-12 8.3789986611e-16 3.9769585077e-12 7.4283516892e-13 -4.4324494137e-15
 143 5.4762047361e-10 1.4686660251e-13 -5.9283865088e-12 8.5064808587e-16 3.8976506612e-12 7.3143744479e-13 -4.3449451017e-15
 144 5.5206838386e-10 1.4663150675e-13 -5.9529678701e-12 8.6352236098e-16 3.8202317209e-12 7.2026681197e-13 -4.2624111936e-15
 145 5.5649989397e-10 1.4633444369e-13 -5.9747244604e-12 8.7652321185e-16 3.7447037366e-12 7.0932409378e-13 -4.1846380551e-15
 146 5.6091387526e-10 1.4597602297e-13 -5.9936027196e-12 8.8965114300e-16 3.6710619391e-12 6.9860919072e-13 -4.1113918480e-15
 147 5.6530915443e-10 1.4555694522e-13 -6.0095500988e-12 9.0290664260e-16 3.5992945713e-12 6.8812105716e-13 -4.0424140303e-15
 148 5.6968451261e-10 1.4507800368e-13 -6.0225150943e-12 9.1629018206e-16 3.5293827194e-12 6.7785767798e-13 -3.9774208555e-15
 149 5.7403868439e-10 1.4454008587e-13 -6.0324472819e-12 9.2980221556e-16 3.4613001444e-12 6.6781604525e-13 -3.9161028727e-15
 150 5.7837035689e-10 1.4394417526e-13 -6.0392973516e-12 9.4344317964e-16 3.3950131132e-12 6.5799213490e-13 -3.8581244260e-15
 151 5.8267816882e-10 1.4329135298e-13 -6.0430171419e-12 9.5721349275e-16 3.3304802297e-12 6.4838088337e-13 -3.8031231541e-15
 152 5.8696070949e-10 1.4258279942e-13 -6.0435596738e-12 9.7111355479e-16 3.2676522662e-12 6.3897616428e-13 -3.7507094902e-15
 153 5.9121651792e-10 1.4181979595e-13 -6.0408791855e-12 9.8514374669e-16 3.2064719949e-12 6.2977076513e-13 -3.7004661613e-15
 154 5.9544408183e-10 1.4100372656e-13 -6.0349311666e-12 9.9930442997e-16 3.1468740185e-12 6.2075636392e-13 -3.6519476885e-15
 155 5.9964183677e-10 1.4013607956e-13 -6.0256723926e-12 1.0135959463e-15 3.0887846022e-12 6.1192350582e-13 -3.6046798859e-15
 156 6.0380816508e-10 1.3921844921e-13 -6.0130609589e-12 1.0280186171e-15 3.0321215044e-12 6.0326157988e-13 -3.5581593608e-15
 157 6.0794139502e-10 1.3825253741e-13 -5.9970563158e-12 1.0425727429e-15 2.9767938083e-12 5.9475879565e-13 -3.5118530130e-15
 158 6.1203979978e-10 1.3724015539e-13 -5.9776193022e-12 1.0572586032e-15 2.9227017527e-12 5.8640215986e-13 -3.4651975351e-15
 159 6.1610159653e-10 1.3618322533e-13 -5.9547121801e-12 1.0720764560e-15 2.8697365639e-12 5.7817745310e-13 -3.4175989111e-15
 160 6.2012510020e-10 1.3508375331e-13 -5.9283002352e-12 1.0870265213e-15 2.8178032804e-12 5.7007235738e-13 -3.3685496098e-15
 161 6.2410920207e-10 1.3394374188e-13 -5.8983566648e-12 1.1021089329e-15 2.7668918659e-12 5.6208620060e-13 -3.3179929307e-15
