# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
 102 3.6441816180e-10 1.0545496513e-13 -3.2112307541e-12 4.2047627864e-16 9.8096782414e-12 1.5049929297e-12 -8.4490335983e-15
 103 3.6857928677e-10 1.0732530888e-13 -3.2980185568e-12 4.2888040331e-16 9.5613033951e-12 1.4747568398e-12 -8.0010958944e-15
 104 3.7276547216e-10 1.0917062377e-13 -3.3846427612e-12 4.3737771398e-16 9.3213264014e-12 1.4454502183e-12 -7.5622339644e-15
 105 3.7697564783e-10 1.1098991953e-13 -3.4710422167e-12 4.4596935203e-16 9.0890486012e-12 1.4169837706e-12 -7.1468409357e-15
 106 3.8120855347e-10 1.1278226223e-13 -3.5571557020e-12 4.5465651607e-16 8.8636589592e-12 1.3892541797e-12 -6.7703295649e-15
 107 3.8546298958e-10 1.1454661671e-13 -3.6429205871e-12 4.6344033640e-16 8.6444205687e-12 1.3621681879e-12 -6.4459537561e-15
 108 3.8973862149e-10 1.1628134503e-13 -3.7282685314e-12 4.7232147688e-16 8.4312650703e-12 1.3357193178e-12 -6.1747478794e-15
 109 3.9403526967e-10 1.1798464606e-13 -3.8131292972e-12 4.8130048267e-16 8.2242706291e-12 1.3099205208e-12 -5.9543023700e-15
 110 3.9835265821e-10 1.1965471016e-13 -3.8974321061e-12 4.9037790212e-16 8.0234778696e-12 1.2847804375e-12 -5.7818374077e-15
 111 4.0269041119e-10 1.2128971986e-13 -3.9811056672e-12 4.9955428670e-16 7.8288885832e-12 1.2603032445e-12 -5.6541929072e-15
 112 4.0704804898e-10 1.2288785049e-13 -4.0640782054e-12 5.0883019078e-16 7.6404644354e-12 1.2364885013e-12 -5.5678185066e-15
 113 4.1142498460e-10 1.2444727078e-13 -4.1462774892e-12 5.1820617154e-16 7.4581256730e-12 1.2133309970e-12 -5.5187635576e-15
 114 4.1582052003e-10 1.2596614357e-13 -4.2276308588e-12 5.2768278878e-16 7.2817498320e-12 1.1908205968e-12 -5.5026671141e-15
 115 4.2023384253e-10 1.2744262637e-13 -4.3080652541e-12 5.3726060481e-16 7.1111704445e-12 1.1689420894e-12 -5.5147479222e-15
 116 4.2466402103e-10 1.2887487206e-13 -4.3875072430e-12 5.4694018428e-16 6.9461757460e-12 1.1476750332e-12 -5.5497944096e-15
 117 4.2911000238e-10 1.3026102950e-13 -4.4658830492e-12 5.5672209404e-16 6.7865073834e-12 1.1269936033e-12 -5.6021546744e-15
 118 4.3357060775e-10 1.3159924417e-13 -4.5431185803e-12 5.6660690300e-16 6.6318591218e-12 1.1068664385e-12 -5.6657264750e-15
 119 4.3804452893e-10 1.3288765883e-13 -4.6191394560e-12 5.7659518198e-16 6.4818755518e-12 1.0872564877e-12 -5.7339472195e-15
 120 4.4253032464e-10 1.3412441413e-13 -4.6938710360e-12 5.8668750356e-16 6.3361507975e-12 1.0681208569e-12 -5.7997839550e-15
 121 4.4702641694e-10 1.3530764928e-13 -4.7672384482e-12 5.9688444195e-16 6.1942272232e-12 1.0494106560e-12 -5.8557233566e-15
 122 4.5153130878e-10 1.3643564345e-13 -4.8391680766e-12 6.0718661742e-16 6.0556972377e-12 1.0310824701e-12 -5.8952470478e-15
 123 4.5604427339e-10 1.3750725719e-13 -4.9095921602e-12 6.1759483586e-16 5.9205248122e-12 1.0131346042e-12 -5.9174723771e-15
 124 4.6056473823e-10 1.3852154360e-13 -4.9784447821e-12 6.2810996519e-16 5.7887589306e-12 9.9557476660e-13 -5.9230326580e-15
