# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3300, i.e. number of multipoles equal to 3299
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
  95 3.3466083410e-10 9.1995487421e-14 -2.5988229579e-12 0.0000000000e+00 1.2182517685e-11 1.7428486959e-12 -8.2640995838e-15
  96 3.3858318064e-10 9.3990838331e-14 -2.6841210951e-12 0.0000000000e+00 1.1855960810e-11 1.7050764725e-12 -8.0082502857e-15
  97 3.4253432211e-10 9.5974878586e-14 -2.7698384382e-12 0.0000000000e+00 1.1540069723e-11 1.6685198386e-12 -7.7912274837e-15
  98 3.4651439093e-10 9.7945802243e-14 -2.8559090561e-12 0.0000000000e+00 1.1234841873e-11 1.6331710889e-12 -7.6103749553e-15
  99 3.5052337068e-10 9.9901781338e-14 -2.9422654240e-12 0.0000000000e+00 1.0940182896e-11 1.5990108998e-12 -7.4626342508e-15
 100 3.5456108961e-10 1.0184096641e-13 -3.0288384283e-12 0.0000000000e+00 1.0655903261e-11 1.5660079104e-12 -7.3445327858e-15
 101 3.5862721414e-10 1.0376148703e-13 -3.1155573723e-12 0.0000000000e+00 1.0381714930e-11 1.5341183035e-12 -7.2521719322e-15
 102 3.6272124239e-10 1.0566145231e-13 -3.2023499805e-12 0.0000000000e+00 1.0117228002e-11 1.5032853870e-12 -7.1812151110e-15
 103 3.6684249771e-10 1.0753895146e-13 -3.2891424048e-12 0.0000000000e+00 9.8619473706e-12 1.4734391748e-12 -7.1268758835e-15
 104 3.7099012215e-10 1.0939205428e-13 -3.3758592290e-12 0.0000000000e+00 9.6152693749e-12 1.4444959680e-12 -7.0839060438e-15
 105 3.7516307001e-10 1.1121881171e-13 -3.4624234742e-12 0.0000000000e+00 9.3764784506e-12 1.4163579361e-12 -7.0465837101e-15
 106 3.7936010136e-10 1.1301725634e-13 -3.5487566038e-12 0.0000000000e+00 9.1447437834e-12 1.3889126982e-12 -7.0087014171e-15
 107 3.8358004118e-10 1.1478546302e-13 -3.6347806914e-12 0.0000000000e+00 8.9193105572e-12 1.3620593847e-12 -6.9647951875e-15
 108 3.8782260972e-10 1.1652173862e-13 -3.7204252349e-12 0.0000000000e+00 8.7001094950e-12 1.3357916219e-12 -6.9140411299e-15
 109 3.9208768968e-10 1.1822445829e-13 -3.8056212520e-12 0.0000000000e+00 8.4872215529e-12 1.3101247227e-12 -6.8568511335e-15
 110 3.9637506662e-10 1.1989200878e-13 -3.8902992247e-12 0.0000000000e+00 8.2806891701e-12 1.2850700386e-12 -6.7936786134e-15
 111 4.0068442523e-10 1.2152278956e-13 -3.9743891275e-12 0.0000000000e+00 8.0805149415e-12 1.2606348154e-12 -6.7250194899e-15
 112 4.0501534561e-10 1.2311521400e-13 -4.0578204544e-12 0.0000000000e+00 7.8866602909e-12 1.2368220495e-12 -6.6514131665e-15
 113 4.0936729955e-10 1.2466771047e-13 -4.1405222470e-12 0.0000000000e+00 7.6990441439e-12 1.2136303440e-12 -6.5734435087e-15
 114 4.1373964677e-10 1.2617872354e-13 -4.2224231221e-12 0.0000000000e+00 7.5175416007e-12 1.1910537647e-12 -6.4917398222e-15
 115 4.1813163122e-10 1.2764671511e-13 -4.3034512991e-12 0.0000000000e+00 7.3419826089e-12 1.1690816964e-12 -6.4069778317e-15
 116 4.2254237736e-10 1.2907016556e-13 -4.3835346279e-12 0.0000000000e+00 7.1721506367e-12 1.1476986988e-12 -6.3198806594e-15
 117 4.2697088643e-10 1.3044757487e-13 -4.4626006163e-12 0.0000000000e+00 7.0077813455e-12 1.1268843629e-12 -6.2312198031e-15
 118 4.3141603269e-10 1.3177746383e-13 -4.5405764577e-12 0.0000000000e+00 6.8485612633e-12 1.1066131668e-12 -6.1418161152e-15
 119 4.3587655973e-10 1.3305837514e-13 -4.6173890591e-12 0.0000000000e+00 6.6941264569e-12 1.0868543321e-12 -6.0525407809e-15
 120 4.4035107675e-10 1.3428887458e-13 -4.6929650679e-12 0.0000000000e+00 6.5440612055e-12 1.0675716798e-12 -5.9643162970e-15
 121 4.4483805479e-10 1.3546755215e-13 -4.7672309006e-12 0.0000000000e+00 6.3978966731e-12 1.0487234865e-12 -5.8781174499e-15
 122 4.4933604601e-10 1.3659307213e-13 -4.8401139679e-12 0.0000000000e+00 6.2552153025e-12 1.0302725515e-12 -5.7947858248e-15
 123 4.5384437806e-10 1.3766432735e-13 -4.9115464560e-12 0.0000000000e+00 6.1159805145e-12 1.0122180249e-12 -5.7144469185e-15
 124 4.5836253346e-10 1.3868030504e-13 -4.9814620377e-12 0.0000000000e+00 5.9802428635e-12 9.9456701086e-13 -5.6370270610e-15
 125 4.6288993190e-10 1.3964004103e-13 -5.0497947497e-12 0.0000000000e+00 5.8480372591e-12 9.7732462563e-13 -5.5624333332e-15
 126 4.6742592831e-10 1.4054262129e-13 -5.1164790300e-12 0.0000000000e+00 5.7193824847e-12 9.6049393484e-13 -5.4905530546e-15
 127 4.7196981093e-10 1.4138718351e-13 -5.1814497552e-12 0.0000000000e+00 5.5942807155e-12 9.4407589154e-13 -5.4212532703e-15
 128 4.7652079930e-10 1.4217291858e-13 -5.2446422775e-12 0.0000000000e+00 5.4727170369e-12 9.2806927390e-13 -5.3543802384e-15
 129 4.8107804242e-10 1.4289907219e-13 -5.3059924621e-12 0.0000000000e+00 5.3546589630e-12 9.1247062298e-13 -5.2897589178e-15
 130 4.8564061671e-10 1.4356494631e-13 -5.3654367244e-12 0.0000000000e+00 5.2400559548e-12 8.9727418051e-13 -5.2271924547e-15
 131 4.9020752413e-10 1.4416990080e-13 -5.4229120672e-12 0.0000000000e+00 5.1288389386e-12 8.8247182667e-13 -5.1664616707e-15
 132 4.9477769021e-10 1.4471335487e-13 -5.4783561177e-12 0.0000000000e+00 5.0209198245e-12 8.6805301783e-13 -5.1073245499e-15
 133 4.9934996209e-10 1.4519478870e-13 -5.5317071651e-12 0.0000000000e+00 4.9161910243e-12 8.5400472436e-13 -5.0495157260e-15
 134 5.0392310662e-10 1.4561374492e-13 -5.5829041976e-12 0.0000000000e+00 4.8145249702e-12 8.4031136840e-13 -4.9927459699e-15
 135 5.0849580839e-10 1.4596983019e-13 -5.6318869396e-12 0.0000000000e+00 4.7157736330e-12 8.2695476157e-13 -4.9367016771e-15
 136 5.1306666778e-10 1.4626271671e-13 -5.6785958890e-12 0.0000000000e+00 4.6197680408e-12 8.1391404285e-13 -4.8810443547e-15
 137 5.1763419902e-10 1.4649214378e-13 -5.7229723544e-12 0.0000000000e+00 4.5263177965e-12 8.0116561623e-13 -4.8254101092e-15
 138 5.2219682828e-10 1.4665791933e-13 -5.7649584923e-12 0.0000000000e+00 4.4352105971e-12 7.8868308860e-13 -4.7694091334e-15
 139 5.2675289166e-10 1.4675992148e-13 -5.8044973444e-12 0.0000000000e+00 4.3462117513e-12 7.7643720741e-13 -4.7126251941e-15
 140 5.3130078955e-10 1.4679811718e-13 -5.8415324146e-12 0.0000000000e+00 4.2591146484e-12 7.6440240213e-13 -4.6547035820e-15
 141 5.3583947117e-10 1.4677261714e-13 -5.8760062742e-12 0.0000000000e+00 4.1738989489e-12 7.5257728741e-13 -4.5956260976e-15
 142 5.4036799563e-10 1.4668362946e-13 -5.9078618854e-12 0.0000000000e+00 4.0905875826e-12 7.4096612891e-13 -4.5354630850e-15
 143 5.4488537913e-10 1.4653144455e-13 -5.9370430826e-12 0.0000000000e+00 4.0091970668e-12 7.2957240425e-13 -4.4742874940e-15
 144 5.4939059399e-10 1.4631643686e-13 -5.9634946074e-12 0.0000000000e+00 3.9297373345e-12 7.1839878100e-13 -4.4121749060e-15
 145 5.5388256759e-10 1.4603906646e-13 -5.9871621424e-12 0.0000000000e+00 3.8522115622e-12 7.0744709452e-13 -4.3492035589e-15
 146 5.5836018145e-10 1.4569988074e-13 -6.0079923458e-12 0.0000000000e+00 3.7766159983e-12 6.9671832590e-13 -4.2854543720e-15
 147 5.6282227017e-10 1.4529951599e-13 -6.0259328860e-12 0.0000000000e+00 3.7029397909e-12 6.8621257992e-13 -4.2210109710e-15
 148 5.6726762050e-10 1.4483869911e-13 -6.0409324760e-12 0.0000000000e+00 3.6311648160e-12 6.7592906287e-13 -4.1559597137e-15
