# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               EE               TE                BB               phiphi           Tphi             Ephi             
 111 4.0103440203e-10 1.2191277461e-13 -3.9700270157e-12 5.1926503420e-16 8.0805149415e-12 1.2606348154e-12 -6.7250194899e-15
 112 4.0536480525e-10 1.2351102991e-13 -4.0532010943e-12 5.2890240853e-16 7.8866602909e-12 1.2368220495e-12 -6.6514131665e-15
 113 4.0971600476e-10 1.2506948221e-13 -4.1356381854e-12 5.3864342193e-16 7.6990441439e-12 1.2136303440e-12 -6.5734435087e-15
 114 4.1408735673e-10 1.2658658491e-13 -4.2172669204e-12 5.4848866458e-16 7.5175416007e-12 1.1910537647e-12 -6.4917398222e-15
 115 4.1847810165e-10 1.2806080909e-13 -4.2980155418e-12 5.5843873060e-16 7.3419826089e-12 1.1690816964e-12 -6.4069778317e-15
 116 4.2288736064e-10 1.2949064470e-13 -4.3778119305e-12 5.6849421794e-16 7.1721506367e-12 1.1476986988e-12 -6.3198806594e-15
 117 4.2731413172e-10 1.3087460169e-13 -4.4565836338e-12 5.7865572826e-16 7.0077813455e-12 1.1268843629e-12 -6.2312198031e-15
 118 4.3175728608e-10 1.3221121116e-13 -4.5342578932e-12 5.8892386682e-16 6.8485612633e-12 1.1066131668e-12 -6.1418161152e-15
 119 4.3621556435e-10 1.3349902653e-13 -4.6107616724e-12 5.9929924238e-16 6.6941264569e-12 1.0868543321e-12 -6.0525407809e-15
 120 4.4068757289e-10 1.3473662471e-13 -4.6860216847e-12 6.0978246703e-16 6.5440612055e-12 1.0675716798e-12 -5.9643162970e-15
 121 4.4517178007e-10 1.3592260720e-13 -4.7599644212e-12 6.2037415613e-16 6.3978966731e-12 1.0487234865e-12 -5.8781174499e-15
 122 4.4966673515e-10 1.3705565012e-13 -4.8325173810e-12 6.3107496824e-16 6.2552153025e-12 1.0302725515e-12 -5.7947858248e-15
 123 4.5417176155e-10 1.3813465814e-13 -4.9036128643e-12 6.4188573055e-16 6.1159805145e-12 1.0122180249e-12 -5.7144469185e-15
 124 4.5868633724e-10 1.3915863059e-13 -4.9731846729e-12 6.5280732780e-16 5.9802428635e-12 9.9456701086e-13 -5.6370270610e-15
 125 4.6320987737e-10 1.4012661583e-13 -5.0411669841e-12 6.6384066376e-16 5.8480372591e-12 9.7732462563e-13 -5.5624333332e-15
 126 4.6774173233e-10 1.4103771273e-13 -5.1074943882e-12 6.7498666136e-16 5.7193824847e-12 9.6049393484e-13 -5.4905530546e-15
 127 4.7228118582e-10 1.4189107227e-13 -5.1721019259e-12 6.8624626295e-16 5.5942807155e-12 9.4407589154e-13 -5.4212532703e-15
 128 4.7682745289e-10 1.4268589904e-13 -5.2349251257e-12 6.9762043050e-16 5.4727170369e-12 9.2806927390e-13 -5.3543802384e-15
 129 4.8137967800e-10 1.4342145281e-13 -5.2959000412e-12 7.0911014575e-16 5.3546589630e-12 9.1247062298e-13 -5.2897589178e-15
 130 4.8593693310e-10 1.4409705010e-13 -5.3549632889e-12 7.2071641046e-16 5.2400559548e-12 8.9727418051e-13 -5.2271924547e-15
 131 4.9049821565e-10 1.4471206565e-13 -5.4120520853e-12 7.3244024661e-16 5.1288389386e-12 8.8247182667e-13 -5.1664616707e-15
 132 4.9506244670e-10 1.4526593406e-13 -5.4671042844e-12 7.4428269659e-16 5.0209198245e-12 8.6805301783e-13 -5.1073245499e-15
 133 4.9962846896e-10 1.4575815126e-13 -5.5200584154e-12 7.5624482341e-16 4.9161910243e-12 8.5400472436e-13 -5.0495157260e-15
 134 5.0419504482e-10 1.4618827610e-13 -5.5708537195e-12 7.6832771088e-16 4.8145249702e-12 8.4031136840e-13 -4.9927459699e-15
 135 5.0876085443e-10 1.4655593186e-13 -5.6194301882e-12 7.8053246385e-16 4.7157736330e-12 8.2695476157e-13 -4.9367016771e-15
 136 5.1332449377e-10 1.4686080783e-13 -5.6657285999e-12 7.9286020839e-16 4.6197680408e-12 8.1391404285e-13 -4.8810443547e-15
 137 5.1788447268e-10 1.4710266085e-13 -5.7096905580e-12 8.0531209199e-16 4.5263177965e-12 8.0116561623e-13 -4.8254101092e-15
 138 5.2243921293e-10 1.4728131681e-13 -5.7512585279e-12 8.1788928380e-16 4.4352105971e-12 7.8868308860e-13 -4.7694091334e-15
 139 5.2698704628e-10 1.4739667227e-13 -5.7903758745e-12 8.3059297475e-16 4.3462117513e-12 7.7643720741e-13 -4.7126251941e-15
 140 5.3152636931e-10 1.4744871221e-13 -5.8269864329e-12 8.4342427153e-16 4.2591146484e-12 7.6440240213e-13 -4.6547035820e-15
 141 5.3605612982e-10 1.4743756227e-13 -5.8610330913e-12 8.5638386550e-16 4.1738989489e-12 7.5257728741e-13 -4.5956260976e-15
 142 5.4057538624e-10 1.4736344480e-13 -5.8924591346e-12 8.6947233047e-16 4.0905875826e-12 7.4096612891e-13 -4.5354630850e-15
 143 5.4508315434e-10 1.4722666465e-13 -5.9212087332e-12 8.8269022549e-16 4.0091970668e-12 7.2957240425e-13 -4.4742874940e-15
 144 5.4957840616e-10 1.4702761085e-13 -5.9472269771e-12 8.9603809447e-16 3.9297373345e-12 7.1839878100e-13 -4.4121749060e-15
 145 5.5406006912e-10 1.4676675827e-13 -5.9704599109e-12 9.0951646570e-16 3.8522115622e-12 7.0744709452e-13 -4.3492035589e-15
 146 5.5852702493e-10 1.4644466922e-13 -5.9908545679e-12 9.2312585142e-16 3.7766159983e-12 6.9671832590e-13 -4.2854543720e-15
 147 5.6297810868e-10 1.4606199511e-13 -6.0083590053e-12 9.3686674738e-16 3.7029397909e-12 6.8621257992e-13 -4.2210109710e-15
 148 5.6741210780e-10 1.4561947813e-13 -6.0229223384e-12 9.5073963241e-16 3.6311648160e-12 6.7592906287e-13 -4.1559597137e-15
 149 5.7182776110e-10 1.4511795284e-13 -6.0344947754e-12 9.6474496791e-16 3.5612655055e-12 6.6586606057e-13 -4.0903897147e-15
 150 5.7622375776e-10 1.4455834784e-13 -6.0430276515e-12 9.7888319751e-16 3.4932086754e-12 6.5602091620e-13 -4.0243928703e-15
 151 5.8059873634e-10 1.4394168742e-13 -6.0484734644e-12 9.9315474654e-16 3.4269533536e-12 6.4639000829e-13 -3.9580638842e-15
 152 5.8495128383e-10 1.4326909321e-13 -6.0507859079e-12 1.0075600216e-15 3.3624506082e-12 6.3696872856e-13 -3.8915002920e-15
 153 5.8927993459e-10 1.4254178578e-13 -6.0499199074e-12 1.0220994102e-15 3.2996433755e-12 6.2775145989e-13 -3.8248024867e-15
 154 5.9358316943e-10 1.4176108635e-13 -6.0458316536e-12 1.0367732802e-15 3.2384662881e-12 6.1873155422e-13 -3.7580737438e-15
 155 5.9785941457e-10 1.4092841838e-13 -6.0384786380e-12 1.0515819794e-15 3.1788455028e-12 6.0990131045e-13 -3.6914202461e-15
 156 6.0210704069e-10 1.4004530923e-13 -6.0278196868e-12 1.0665258352e-15 3.1206985288e-12 6.0125195238e-13 -3.6249511092e-15
 157 6.0632436189e-10 1.3911339184e-13 -6.0138149957e-12 1.0816051539e-15 3.0639340559e-12 5.9277360660e-13 -3.5587784063e-15
